config,query,kernel_total_ms,sync_total_ms,sync_per_kernel,h2d_bytes,kernel_gap_p50_us,kernel_gap_p95_us,top5_kernels
enc_region,1,271.69,766.11,2.82,9430990,108.6,1805.8,cudf::groupby::detail::hash::<unnamed>::single_pass_shmem_ag|168230330|13;void cudf::groupby::detail::hash::mapping_indices_kernel<cuc|36397788|13;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|11346460|112;void cub::detail::batch_memcpy::BatchMemcpyKernel<cub::detai|9422139|24;void cub::detail::scan::DeviceScanKernel<cub::detail::scan::|5843371|50
enc_region,10,148.24,455.95,3.076,8575259,142.3,1365.8,void cub::detail::transform::transform_kernel<cub::detail::t|17755169|25;void cub::detail::for_each::static_kernel<cub::detail::for_e|14817964|23;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|12064186|70;void cudf::groupby::detail::hash::mapping_indices_kernel<cuc|11459323|25;void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|10098271|28
enc_region,11,9.48,9.96,1.05,756783,61.2,1144.2,void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|3053942|4;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|1845531|13;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|1631706|4;void cub::detail::for_each::static_kernel<cub::detail::for_e|1399931|4;void cudf::groupby::detail::hash::mapping_indices_kernel<cuc|353341|4
enc_region,12,57.8,266.11,4.604,7005293,181.4,1530.7,void sirius::cuda::scan::kernel_decode_bitpacking_batched<in|8912703|57;void cub::detail::for_each::static_kernel<cub::detail::for_e|6864520|52;sirius::cuda::scan::kernel_gather_dict(const sirius::cuda::s|6821419|24;void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|4983438|2;void cub::detail::for_each::static_kernel<cub::detail::for_e|4662900|50
enc_region,13,135.9,364.8,2.684,6220632,94.2,3562.1,sirius::cuda::scan::kernel_gather_fsst_chunked(const sirius:|38382653|16;void cub::detail::transform::transform_kernel<cub::detail::t|36160228|6;void cudf::strings::detail::gather_chars_fn_string_parallel<|11417111|6;void cuco::detail::open_addressing_ns::insert_if_n<(int)2, (|9847519|1;sirius::cuda::scan::kernel_compute_lengths_fsst(const sirius|8390847|16
enc_region,14,23.9,97.72,4.088,5716449,326.5,1009.5,void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|10442680|52;void sirius::cuda::scan::kernel_decode_bitpacking_batched<in|2915190|17;void cub::detail::for_each::static_kernel<cub::detail::for_e|2005178|9;void cub::detail::for_each::static_kernel<cub::detail::for_e|1287771|9;void cub::detail::for_each::static_kernel<cub::detail::for_e|1283420|9
enc_region,15,28.36,133.57,4.709,5897490,153.6,977.6,void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|10190171|52;void sirius::cuda::scan::kernel_decode_bitpacking_batched<in|2921878|17;void cub::detail::for_each::static_kernel<cub::detail::for_e|2360951|11;sirius::cuda::scan::kernel_compute_lengths_fsst(const sirius|2149079|3;void cub::detail::for_each::static_kernel<cub::detail::for_e|2035417|10
enc_region,16,55.84,73.45,1.315,769631,19.4,494.0,void cub::detail::merge_sort::DeviceMergeSortBlockSortKernel|21138933|5;void cub::detail::merge_sort::DeviceMergeSortMergeKernel<cub|10715739|26;void cub::detail::merge_sort::DeviceMergeSortPartitionKernel|3310578|26;void cub::detail::batch_memcpy::BatchMemcpyKernel<cub::detai|2694486|6;void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|2553847|2
enc_region,17,82.29,269.75,3.278,7170916,155.9,7171.2,void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|42806408|13;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|19803670|13;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|16583234|66;sirius::cuda::scan::kernel_gather_dict(const sirius::cuda::s|433406|2;void cub::detail::transform::transform_kernel<cub::detail::t|350845|49
enc_region,18,112.27,561.74,5.003,7313889,138.6,7064.3,void cub::detail::for_each::static_kernel<cub::detail::for_e|49418608|13;void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|15821832|6;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|13213716|56;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|7325190|6;void cub::detail::transform::transform_kernel<cub::detail::t|6648839|50
enc_region,19,107.62,605.39,5.625,9207685,160.8,1405.5,sirius::cuda::scan::kernel_gather_dict(const sirius::cuda::s|24329742|82;void cub::detail::batch_memcpy::BatchMemcpyKernel<cub::detai|16784771|40;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|16588346|161;void cub::detail::transform::transform_kernel<cub::detail::t|6514597|169;void cub::detail::for_each::static_kernel<cub::detail::for_e|5818630|29
enc_region,2,19.96,24.94,1.249,1771884,38.7,593.4,void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|5182512|8;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|2718585|16;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|2662711|8;sirius::cuda::scan::kernel_gather_dict(const sirius::cuda::s|2025528|4;sirius::cuda::scan::kernel_compute_lengths_fsst(const sirius|1636027|4
enc_region,20,44.39,206.7,4.657,7000208,310.4,1978.0,void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|12423828|60;sirius::cuda::scan::kernel_gather_fsst_chunked(const sirius:|3947283|4;void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|3699380|9;void cub::detail::merge_sort::DeviceMergeSortBlockSortKernel|3266164|2;sirius::cuda::scan::kernel_compute_lengths_fsst(const sirius|3242485|4
enc_region,21,157.07,943.62,6.008,14597410,586.6,8442.0,void cudf::detail::mixed_join<(bool)0>(cudf::table_device_vi|37811931|13;void cudf::detail::mixed_join_count<(bool)0>(cudf::table_dev|33144043|13;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|16052937|83;void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|14530861|11;void sirius::cuda::scan::kernel_decode_bitpacking_batched<in|9109416|62
enc_region,22,17.02,10.62,0.624,1029736,47.6,770.6,void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|5618028|2;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|3232788|2;sirius::cuda::scan::kernel_gather_fsst_chunked(const sirius:|1404603|2;sirius::cuda::scan::kernel_compute_lengths_fsst(const sirius|1141788|2;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|1006974|5
enc_region,3,51.02,202.81,3.975,6764372,158.0,997.7,void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|13211317|12;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|11798679|60;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|7419495|12;void cub::detail::transform::transform_kernel<cub::detail::t|4594547|50;void sirius::cuda::scan::kernel_decode_bitpacking_batched<in|3574006|21
enc_region,4,45.31,145.89,3.22,5136932,358.1,2578.6,void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|12142509|4;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|6857412|4;void sirius::cuda::scan::kernel_decode_bitpacking_batched<in|6442501|25;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|4072496|15;sirius::cuda::scan::kernel_gather_dict(const sirius::cuda::s|3037236|5
enc_region,5,54.36,176.98,3.256,6764397,109.2,5658.7,void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|20733946|16;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|15576745|90;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|11349881|16;void sirius::cuda::scan::kernel_decode_bitpacking_batched<in|884093|9;void cub::detail::batch_memcpy::BatchMemcpyKernel<cub::detai|837694|7
enc_region,6,31.29,186.7,5.966,5626355,514.4,1757.0,void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|10122691|51;void cub::detail::for_each::static_kernel<cub::detail::for_e|7954562|36;void cub::detail::for_each::static_kernel<cub::detail::for_e|3091569|18;void cub::detail::for_each::static_kernel<cub::detail::for_e|3091127|18;void sirius::cuda::scan::kernel_decode_bitpacking_batched<in|2865237|17
enc_region,7,67.71,278.82,4.118,7828220,214.3,2194.4,void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|19928095|20;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|15790859|96;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|11257564|20;void cub::detail::transform::transform_kernel<cub::detail::t|3562134|55;void sirius::cuda::scan::kernel_decode_bitpacking_batched<in|3115060|26
enc_region,8,63.14,313.21,4.961,8257241,324.4,3554.0,void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|23620589|19;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|20068278|136;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|12531832|19;void cub::detail::transform::transform_kernel<cub::detail::t|1361175|80;sirius::cuda::scan::kernel_gather_dict(const sirius::cuda::s|1255964|1
enc_region,9,124.64,662.09,5.312,10384748,181.7,3904.5,void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|37821119|35;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|24636012|38;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|22433276|191;void cudf::<unnamed>::copy_block_partitions<const long *, lo|5592043|131;void cub::detail::transform::transform_kernel<cub::detail::t|5574000|172
native,1,258.47,813.75,3.148,1187241047,106.5,4607.8,cudf::groupby::detail::hash::<unnamed>::single_pass_shmem_ag|165491819|12;void cudf::groupby::detail::hash::mapping_indices_kernel<cuc|29814086|12;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|12034874|112;void cub::detail::batch_memcpy::BatchMemcpyKernel<cub::detai|8041574|22;void cub::detail::transform::transform_kernel<cub::detail::t|5315470|44
native,10,123.92,468.96,3.784,1538713013,107.7,1256.2,void cub::detail::for_each::static_kernel<cub::detail::for_e|13595264|25;void cub::detail::transform::transform_kernel<cub::detail::t|12813767|25;void cudf::groupby::detail::hash::mapping_indices_kernel<cuc|10169421|25;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|9184567|70;void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|8989781|30
native,11,9.47,13.82,1.459,124226607,65.2,1770.7,void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|3062230|4;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|1836474|13;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|1647003|4;void cub::detail::for_each::static_kernel<cub::detail::for_e|1450620|4;void cub::detail::transform::transform_kernel<cub::detail::t|285310|19
native,12,46.97,312.64,6.657,1147855981,111.8,2356.3,void sirius::cuda::scan::kernel_decode_bitpacking_batched<in|6857902|57;void cub::detail::for_each::static_kernel<cub::detail::for_e|5967209|52;sirius::cuda::scan::kernel_gather_dict(const sirius::cuda::s|5252657|24;void cub::detail::for_each::static_kernel<cub::detail::for_e|3971251|50;void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|3900756|2
native,13,142.95,411.12,2.876,654502938,72.5,7653.7,sirius::cuda::scan::kernel_gather_fsst_chunked(const sirius:|41052060|16;void cub::detail::transform::transform_kernel<cub::detail::t|40576829|7;void cudf::strings::detail::gather_chars_fn_string_parallel<|12384984|7;void cuco::detail::open_addressing_ns::insert_if_n<(int)2, (|9850464|1;sirius::cuda::scan::kernel_compute_lengths_fsst(const sirius|7510984|16
native,14,21.21,139.52,6.579,1211316705,160.6,17948.3,void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|9062122|52;void sirius::cuda::scan::kernel_decode_bitpacking_batched<in|2546713|17;void cub::detail::for_each::static_kernel<cub::detail::for_e|1819611|9;void cub::detail::for_each::static_kernel<cub::detail::for_e|1192220|9;void cub::detail::for_each::static_kernel<cub::detail::for_e|1169118|9
native,15,27.02,221.53,8.198,1312422827,139.7,2819.4,void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|10103644|52;void sirius::cuda::scan::kernel_decode_bitpacking_batched<in|2801305|17;sirius::cuda::scan::kernel_compute_lengths_fsst(const sirius|2138809|3;void cub::detail::for_each::static_kernel<cub::detail::for_e|2089176|10;void cub::detail::for_each::static_kernel<cub::detail::for_e|2005689|9
native,16,55.06,77.56,1.409,78102111,18.1,333.8,void cub::detail::merge_sort::DeviceMergeSortBlockSortKernel|20397440|5;void cub::detail::merge_sort::DeviceMergeSortMergeKernel<cub|10690366|26;void cub::detail::merge_sort::DeviceMergeSortPartitionKernel|3496627|26;void cub::detail::batch_memcpy::BatchMemcpyKernel<cub::detai|2634230|6;void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|2553016|2
native,17,63.95,209.33,3.273,1935501204,66.9,18331.0,void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|33580566|11;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|15085039|11;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|12859059|66;void cub::detail::for_each::static_kernel<cub::detail::for_e|469981|7;sirius::cuda::scan::kernel_gather_dict(const sirius::cuda::s|340960|2
native,18,108.62,675.75,6.221,1368358545,143.9,11610.8,void cub::detail::for_each::static_kernel<cub::detail::for_e|46809261|11;void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|15066032|6;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|12209818|56;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|6980618|6;void cub::detail::transform::transform_kernel<cub::detail::t|6831337|46
native,19,83.93,330.23,3.934,1723629445,62.7,1264.9,sirius::cuda::scan::kernel_gather_dict(const sirius::cuda::s|17764387|82;void cub::detail::batch_memcpy::BatchMemcpyKernel<cub::detai|14337679|40;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|12614864|161;void cub::detail::transform::transform_kernel<cub::detail::t|6202983|169;void cub::detail::for_each::static_kernel<cub::detail::for_e|4823312|29
native,2,18.45,40.11,2.174,207030636,38.7,784.7,void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|5190639|8;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|2630007|8;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|2619735|16;sirius::cuda::scan::kernel_gather_dict(const sirius::cuda::s|1835354|4;void cub::detail::merge_sort::DeviceMergeSortBlockSortKernel|1384699|2
native,20,34.36,102.57,2.985,1587203042,72.8,11582.3,void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|9497120|60;sirius::cuda::scan::kernel_gather_fsst_chunked(const sirius:|3173526|4;void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|3045078|7;void cub::detail::merge_sort::DeviceMergeSortBlockSortKernel|2665559|2;void sirius::cuda::scan::kernel_decode_bitpacking_batched<in|2290616|19
native,21,154.09,995.02,6.458,3196237910,124.1,20198.1,void cudf::detail::mixed_join<(bool)0>(cudf::table_device_vi|37699020|12;void cudf::detail::mixed_join_count<(bool)0>(cudf::table_dev|32982971|12;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|15626733|83;void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|14585939|11;void sirius::cuda::scan::kernel_decode_bitpacking_batched<in|8615011|62
native,22,16.68,21.48,1.288,203142760,28.3,591.2,void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|5606126|2;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|3231446|2;sirius::cuda::scan::kernel_gather_fsst_chunked(const sirius:|1348668|2;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|1082013|5;sirius::cuda::scan::kernel_compute_lengths_fsst(const sirius|963421|2
native,3,40.62,229.23,5.643,1342910891,10.8,2206.3,void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|10365281|9;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|9130273|60;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|6047340|9;void cub::detail::transform::transform_kernel<cub::detail::t|4465104|41;void sirius::cuda::scan::kernel_decode_bitpacking_batched<in|2807639|21
native,4,39.61,167.07,4.218,897737239,118.5,20660.8,void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|10910269|4;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|6235724|4;void sirius::cuda::scan::kernel_decode_bitpacking_batched<in|5594958|25;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|3548724|15;sirius::cuda::scan::kernel_gather_dict(const sirius::cuda::s|2550679|5
native,5,44.48,194.88,4.381,1493120579,84.7,12892.9,void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|16871500|16;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|12407031|90;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|9457058|16;void cub::detail::batch_memcpy::BatchMemcpyKernel<cub::detai|770526|6;void cub::detail::transform::transform_kernel<cub::detail::t|696541|41
native,6,30.46,288.47,9.47,1153292625,456.2,13168.1,void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|10006749|51;void cub::detail::for_each::static_kernel<cub::detail::for_e|7834089|32;void cub::detail::for_each::static_kernel<cub::detail::for_e|3028374|16;void cub::detail::for_each::static_kernel<cub::detail::for_e|2985847|16;void sirius::cuda::scan::kernel_decode_bitpacking_batched<in|2798996|17
native,7,53.08,275.43,5.189,1686337558,85.3,5826.1,void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|14123795|20;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|12047069|96;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|9175907|21;void cub::detail::transform::transform_kernel<cub::detail::t|3532724|51;void sirius::cuda::scan::kernel_decode_bitpacking_batched<in|2369241|26
native,8,54.91,140.32,2.556,1800273275,80.7,12206.9,void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|19658115|19;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|18494534|136;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|10538816|19;void cub::detail::transform::transform_kernel<cub::detail::t|1407518|79;sirius::cuda::scan::kernel_gather_dict(const sirius::cuda::s|1078236|1
native,9,122.07,513.93,4.21,2063491180,112.6,4660.5,void cuco::detail::open_addressing_ns::retrieve<(bool)0, (in|41210972|37;void cuco::detail::open_addressing_ns::count<(bool)0, (int)2|25053837|37;void sirius::cuda::scan::kernel_decode_bitpacking_batched<lo|19462111|191;void cudf::<unnamed>::copy_block_partitions<const long *, lo|5808589|142;void cub::detail::transform::transform_kernel<cub::detail::t|5351090|184
